novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
Gift or Tips Inquiry,"The review mentions 'gift or tips', which is not covered in the existing topics.",2025-09-30T04:38:37.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.29705673456192017,new,"This topic introduces a new concept of providing gifts to riders, which is not covered in existing topics.",Rider Gift Suggestion
Lack of Interest,The review expresses disinterest without specific issues.,2025-10-01T15:47:20.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.2968674302101135,merge,Both topics address issues related to trust and reliability in professional settings.,Unfulfilled Promises and Unprofessional Behavior
Exciting Offers,"The review suggests a desire for more exciting offers, which is not covered in the existing topics.",2025-10-13T19:36:43.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.2962440252304077,merge,Topic B is a general positive feedback and does not provide specific information related to menu navigation.,Menu Navigation Improvement
Inappropriate language,The review contains offensive language.,2025-09-28T20:33:13.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.29594725370407104,new,"This topic addresses the specific issue of ratings being manipulated, which is not covered in existing topics.",Manipulated Ratings
Inappropriate Language,The review contains offensive language.,2025-09-28T15:12:17.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.2959471642971039,new,"The review mentions the deletion of the eatlist option without consent, which is not covered in the existing topics.",Removal of Eatlist Option
Offers and Coupons,"The review mentions offers and coupons, which is not covered in the existing topics.",2025-10-10T16:31:39.000000+0530,LIMITED_OPTIONS,Limited Options,0.2959100306034088,new,The review mentions a specific service (dinecash) that is not covered in the existing topics.,Dinecash service issue
Request for offers,"The review expresses a desire for promotional offers, which is not covered in the existing topics.",2025-10-04T12:01:46.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.295362651348114,merge,Both topics relate to issues with location identification or feedback.,Location Feedback
Misleading Offers,"The review mentions offers not being listed, indicating potential misleading promotions.",2025-10-03T07:14:38.000000+0530,WRONG_ITEM,Wrong Item,0.29476338624954224,new,No related topic exists for discounts.,High Discount
Scammers and fraud concerns,"The review expresses a concern about being scammed, which is not covered in the existing topics.",2025-10-13T19:12:08.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.29464203119277954,new,"The review mentions a carry bag, which is not addressed in the existing topics.",Carry Bag Issue
Promotional Offer Mentioned,"The review mentions a 'super offer', indicating a promotional aspect not covered in the catalog.",2025-09-28T13:40:30.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.2943822145462036,new,"The review expresses that giving a low star rating is insulting, which is not covered in the catalog.",Insulting star rating
Instamart unserviceable message,"The review mentions an issue with the Instamart store being unserviceable, which is not covered in the existing topics.",2025-10-02T12:50:43.000000+0530,OUT_OF_STOCK,Out of Stock,0.2941306233406067,new,"The review expresses a desire for a modified version of a product, which is not covered in the existing topics.",Request for modified version
Tax and fraud concerns,"The review mentions issues related to tax and fraudulent products, which are not covered in the existing catalog.",2025-10-21T04:55:14.000000+0530,HIGH_FEES,High Fees,0.29375743865966797,new,Specific issue with dark mode functionality not covered in existing topics.,Dark mode display issue
Free offer request,"The review mentions a request for a free offer, which is not covered in the existing topics.",2025-10-13T08:37:08.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.29361692070961,new,"This topic highlights the specific usefulness of the service for hostel residents, which is not covered in existing topics.",Useful for hostelers
Request for bag option,User suggests reinstating a previous feature for bag selection in Instamart orders.,2025-09-28T14:27:52.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.293559193611145,new,"The review expresses a desire for a better offer, which is not covered in the existing topics.",Request for best offer
More offers for regular users,"The review suggests a desire for more offers for regular users, which is not covered in the existing topics.",2025-10-13T16:35:02.000000+0530,LIMITED_OPTIONS,Limited Options,0.29334062337875366,merge,"Both topics relate to pricing strategies, with Topic A discussing the best offers available and Topic B addressing overpriced items.",Best Offers
Repeated Call Issues,"The review mentions repeated calls without specifying a clear issue, which is not covered in the catalog.",2025-10-13T10:41:42.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.29246264696121216,merge,"Both topics relate to issues regarding pricing, with Topic A focusing on discount requests and Topic B addressing overpriced items.",Pricing Concerns
Thanksgiving reference,The review mentions Thanksgiving but does not relate to any specific issue covered in the catalog.,2025-10-07T09:24:54.000000+0530,POOR_QUALITY,Poor Quality,0.2922564148902893,merge,Duplicate topic related to customer complaints about unaddressed free treats in the catalog.,Free treat issue
Missing Diwali Offer,"The review mentions a specific promotional offer not appearing in the app, which is not covered in the existing topics.",2025-10-12T17:00:25.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.29183775186538696,new,"The review suggests adding a price filter option, which is not covered in the existing topics.",Missing price filter feature
Pizza mention,The review only mentions pizza without any context or issues.,2025-10-22T14:36:11.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.2915607988834381,new,"This topic addresses issues related to misleading phone numbers and addresses, which are not covered in existing topics.",Misleading Contact Information
International Payment Acceptance,"Review highlights acceptance of international credit cards, not covered in catalog.",2025-09-28T13:59:23.000000+0530,PAYMENT_FAILURE,Payment Failure,0.2914124131202698,merge,"Both topics relate to pricing strategies, with Topic A highlighting promotional offers and Topic B discussing perceived high prices.",Promotional Offer Mentioned
Rider Gift Suggestion,"The review suggests providing gifts to riders, which is not covered in the existing topics.",2025-10-18T21:57:12.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.29095259308815,new,"This topic addresses a specific issue related to the Instamart store being unserviceable, which is not covered by existing topics.",Instamart unserviceable message
Unfulfilled Promises,"The review indicates a recurring issue with promises not being kept, which is not specifically covered in the catalog.",2025-10-10T18:14:14.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.29059767723083496,new,"The review mentions issues related to tax and fraudulent products, which are not covered in the existing catalog.",Tax and Fraud Concerns
Menu Navigation Improvement,Suggests a new feature for easier menu navigation.,2025-10-04T18:41:30.000000+0530,GREAT_APP,Great App,0.29053157567977905,new,"The review mentions a request for a free offer, which is not covered in the existing topics.",Free offer request
Manipulated Ratings,"The review mentions ratings being manipulated, which is not covered in the existing topics.",2025-09-29T16:28:43.000000+0530,NEGATIVE_GENERIC,Negative Generic,0.2904176115989685,merge,Both topics relate to user feedback on order features in Instamart.,Request for bag option
Removal of Eatlist Option,"The review mentions the deletion of the eatlist option without consent, which is not covered in the existing topics.",2025-10-11T06:03:35.000000+0530,LIMITED_OPTIONS,Limited Options,0.29028981924057007,new,"The review indicates a specific desire for additional offers targeted at regular users, which is not addressed in existing topics.",More offers for regular users
Dinecash service issue,The review mentions a specific service (dinecash) that is not covered in the existing topics.,2025-10-18T07:13:51.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.28974801301956177,merge,"Both topics relate to customer service issues, with Topic A discussing repeated calls and Topic B highlighting a lack of cancellation options, indicating a broader issue with customer support.",Repeated Call Issues
Location Feedback,The review mentions a location (jagatpura) without specific issues.,2025-10-10T14:22:22.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.2887321710586548,merge,"Both topics are related to reviews but do not address specific issues; thus, they can be consolidated under a general review category.",Thanksgiving reference
High Discount,Review mentions a discount but no related topic exists.,2025-10-19T10:25:05.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.28865909576416016,new,"This topic addresses a specific promotional offer not appearing in the app, which is not covered in existing topics.",Missing Diwali Offer
